21700105,11/1/2017,1610612766,t,126
21700105,11/1/2017,1610612749,f,121
21700106,11/1/2017,1610612739,t,107
21700106,11/1/2017,1610612754,f,124
21700107,11/1/2017,1610612737,f,109
21700107,11/1/2017,1610612755,t,119
21700108,11/1/2017,1610612764,t,116
21700108,11/1/2017,1610612756,f,122
21700109,11/1/2017,1610612738,t,113
21700109,11/1/2017,1610612758,f,86
21700110,11/1/2017,1610612741,f,91
21700110,11/1/2017,1610612748,t,97
21700111,11/1/2017,1610612752,t,97
21700111,11/1/2017,1610612745,f,119
21700112,11/1/2017,1610612763,t,99
21700112,11/1/2017,1610612753,f,101
21700113,11/1/2017,1610612750,f,104
21700113,11/1/2017,1610612740,t,98
21700114,11/1/2017,1610612761,f,111
21700114,11/1/2017,1610612743,t,129
21700115,11/1/2017,1610612762,t,112
21700115,11/1/2017,1610612757,f,103
21700116,11/1/2017,1610612742,f,98
21700116,11/1/2017,1610612746,t,119
21700117,11/2/2017,1610612759,t,92
21700117,11/2/2017,1610612744,f,112
21700118,11/2/2017,1610612757,t,113
21700118,11/2/2017,1610612747,f,110
21700119,11/3/2017,1610612765,t,105
21700119,11/3/2017,1610612749,f,96
21700120,11/3/2017,1610612753,t,83
21700120,11/3/2017,1610612741,f,105
21700121,11/3/2017,1610612754,f,110
21700121,11/3/2017,1610612755,t,121
21700122,11/3/2017,1610612739,f,130
21700122,11/3/2017,1610612764,t,122
21700123,11/3/2017,1610612737,t,104
21700123,11/3/2017,1610612745,f,119
21700124,11/3/2017,1610612752,t,120
21700124,11/3/2017,1610612756,f,107
21700125,11/3/2017,1610612742,t,94
21700125,11/3/2017,1610612740,f,99
21700126,11/3/2017,1610612766,f,101
21700126,11/3/2017,1610612759,t,108
21700127,11/3/2017,1610612743,t,95
21700127,11/3/2017,1610612748,f,94
21700128,11/3/2017,1610612762,t,100
21700128,11/3/2017,1610612761,f,109
21700129,11/3/2017,1610612738,f,101
21700129,11/3/2017,1610612760,t,94
21700130,11/3/2017,1610612751,f,112
21700130,11/3/2017,1610612747,t,124
21700131,11/4/2017,1610612763,f,113
21700131,11/4/2017,1610612746,t,104
21700132,11/4/2017,1610612765,t,108
21700132,11/4/2017,1610612758,f,99
21700133,11/4/2017,1610612740,f,96
21700133,11/4/2017,1610612741,t,90
21700134,11/4/2017,1610612750,t,112
21700134,11/4/2017,1610612742,f,99
21700135,11/4/2017,1610612743,t,108
21700135,11/4/2017,1610612744,f,127
21700136,11/5/2017,1610612739,t,115
21700136,11/5/2017,1610612737,f,117
21700137,11/5/2017,1610612746,t,101
21700137,11/5/2017,1610612748,f,104
21700138,11/5/2017,1610612738,f,104
21700138,11/5/2017,1610612753,t,88
21700139,11/5/2017,1610612764,f,107
21700139,11/5/2017,1610612761,t,96
21700140,11/5/2017,1610612762,f,110
21700140,11/5/2017,1610612745,t,137
21700141,11/5/2017,1610612756,f,95
21700141,11/5/2017,1610612759,t,112
21700142,11/5/2017,1610612754,f,101
21700142,11/5/2017,1610612752,t,108
21700143,11/5/2017,1610612766,f,94
21700143,11/5/2017,1610612750,t,112
21700144,11/5/2017,1610612760,f,99
21700144,11/5/2017,1610612757,t,103
21700145,11/5/2017,1610612763,f,102
21700145,11/5/2017,1610612747,t,107
21700146,11/6/2017,1610612737,t,107
21700146,11/6/2017,1610612738,f,110
21700147,11/6/2017,1610612751,f,98
21700147,11/6/2017,1610612756,t,92
21700148,11/6/2017,1610612744,t,97
21700148,11/6/2017,1610612748,f,80
21700149,11/7/2017,1610612739,t,124
21700149,11/7/2017,1610612749,f,119
21700150,11/7/2017,1610612754,t,112
21700150,11/7/2017,1610612740,f,117
21700151,11/7/2017,1610612764,t,99
21700151,11/7/2017,1610612742,f,113
21700152,11/7/2017,1610612766,f,113
21700152,11/7/2017,1610612752,t,118
21700153,11/7/2017,1610612761,t,119
21700153,11/7/2017,1610612741,f,114
21700154,11/7/2017,1610612759,t,120
21700154,11/7/2017,1610612746,f,107
21700155,11/7/2017,1610612751,f,104
21700155,11/7/2017,1610612743,t,112
21700156,11/7/2017,1610612762,t,97
21700156,11/7/2017,1610612755,f,104
21700157,11/7/2017,1610612763,f,98
21700157,11/7/2017,1610612757,t,97
21700158,11/7/2017,1610612760,f,86
21700158,11/7/2017,1610612758,t,94
21700159,11/8/2017,1610612765,t,114
21700159,11/8/2017,1610612754,f,97
21700160,11/8/2017,1610612753,t,112
21700160,11/8/2017,1610612752,f,99
21700161,11/8/2017,1610612738,t,107
21700161,11/8/2017,1610612747,f,96
21700162,11/8/2017,1610612756,t,115
21700162,11/8/2017,1610612748,f,126
21700163,11/8/2017,1610612750,f,101
21700163,11/8/2017,1610612744,t,125
21700164,11/9/2017,1610612764,t,111
21700164,11/9/2017,1610612747,f,95
21700165,11/9/2017,1610612761,t,122
21700165,11/9/2017,1610612740,f,118
21700166,11/9/2017,1610612739,f,113
21700166,11/9/2017,1610612745,t,117
21700167,11/9/2017,1610612758,t,109
21700167,11/9/2017,1610612755,f,108
21700168,11/9/2017,1610612760,f,94
21700168,11/9/2017,1610612743,t,102
21700169,11/10/2017,1610612737,f,104
21700169,11/10/2017,1610612765,t,111
21700170,11/10/2017,1610612738,t,90
21700170,11/10/2017,1610612766,f,87
21700171,11/10/2017,1610612754,f,105
21700171,11/10/2017,1610612741,t,87
21700172,11/10/2017,1610612760,t,120
21700172,11/10/2017,1610612746,f,111
21700173,11/10/2017,1610612759,t,87
21700173,11/10/2017,1610612749,f,94
21700174,11/10/2017,1610612753,f,128
21700174,11/10/2017,1610612756,t,112
21700175,11/10/2017,1610612762,t,74
21700175,11/10/2017,1610612748,f,84
21700176,11/10/2017,1610612751,f,101
21700176,11/10/2017,1610612757,t,97
21700177,11/11/2017,1610612737,f,94
21700177,11/11/2017,1610612764,t,113
21700178,11/11/2017,1610612740,t,111
21700178,11/11/2017,1610612746,f,103
21700179,11/11/2017,1610612752,t,118
21700179,11/11/2017,1610612758,f,91
21700180,11/11/2017,1610612763,f,96
21700180,11/11/2017,1610612745,t,111
21700181,11/11/2017,1610612739,f,111
21700181,11/11/2017,1610612742,t,104
21700182,11/11/2017,1610612747,f,90
21700182,11/11/2017,1610612749,t,98
21700183,11/11/2017,1610612759,t,133
21700183,11/11/2017,1610612741,f,94
21700184,11/11/2017,1610612755,f,114
21700184,11/11/2017,1610612744,t,135
21700185,11/11/2017,1610612753,f,107
21700185,11/11/2017,1610612743,t,125
21700186,11/11/2017,1610612756,t,118
21700186,11/11/2017,1610612750,f,110
21700187,11/11/2017,1610612762,t,114
21700187,11/11/2017,1610612751,f,106
21700188,11/12/2017,1610612738,t,95
